User: 127.0.0.1:58860, Action: END_GAME, Value: 35
User: 127.0.0.1:58860, Action: END_LEVEL, Value: 4294967223
User: 127.0.0.1:58860, Action: END_GAME, Value: 4294967262
User: 127.0.0.1:58860, Action: END_GAME, Value: 18
User: 127.0.0.1:58860, Action: END_GAME, Value: 35
User: 127.0.0.1:58860, Action: BUY_ITEM, Value: 4294967172
User: 127.0.0.1:58860, Action: END_GAME, Value: 108
User: 127.0.0.1:58860, Action: OPEN_GAME, Value: 4294967214
User: 127.0.0.1:58860, Action: BUY_ITEM, Value: 4294967184
User: 127.0.0.1:58860, Action: END_GAME, Value: 4294967281
User: 127.0.0.1:58860, Action: BEGIN_GAME, Value: 4294967227
User: 127.0.0.1:58860, Action: BEGIN_GAME, Value: 4294967275
User: 127.0.0.1:58860, Action: BEGIN_GAME, Value: 4294967206
User: 127.0.0.1:58860, Action: LOSE_LIFE, Value: 60
User: 127.0.0.1:58860, Action: LOSE_LIFE, Value: 12
User: 127.0.0.1:58860, Action: END_LEVEL, Value: 4294967193
User: 127.0.0.1:58860, Action: BUY_ITEM, Value: 94
User: 127.0.0.1:58860, Action: LOSE_LIFE, Value: 28
User: 127.0.0.1:58860, Action: END_LEVEL, Value: 4294967223
User: 127.0.0.1:58860, Action: END_GAME, Value: 4294967262
User: 127.0.0.1:58860, Action: END_GAME, Value: 18
User: 127.0.0.1:58860, Action: LOSE_LIFE, Value: 4294967240
User: 127.0.0.1:58860, Action: END_GAME, Value: 4294967227
User: 127.0.0.1:58860, Action: END_GAME, Value: 35
User: 127.0.0.1:58860, Action: BUY_ITEM, Value: 4294967172
User: 127.0.0.1:58860, Action: END_GAME, Value: 108
User: 127.0.0.1:58860, Action: OPEN_GAME, Value: 4294967214
User: 127.0.0.1:58860, Action: BUY_ITEM, Value: 4294967184
User: 127.0.0.1:58860, Action: END_GAME, Value: 4294967281
User: 127.0.0.1:58860, Action: BEGIN_GAME, Value: 4294967227
User: 127.0.0.1:58860, Action: BEGIN_GAME, Value: 4294967275
User: 127.0.0.1:58860, Action: BEGIN_GAME, Value: 4294967206
User: 127.0.0.1:58860, Action: LOSE_LIFE, Value: 60
User: 127.0.0.1:58860, Action: LOSE_LIFE, Value: 12
User: 127.0.0.1:58860, Action: END_LEVEL, Value: 4294967193
User: 127.0.0.1:58860, Action: BUY_ITEM, Value: 94
User: 127.0.0.1:58860, Action: LOSE_LIFE, Value: 28
User: 127.0.0.1:58860, Action: END_LEVEL, Value: 4294967223
User: 127.0.0.1:58860, Action: END_GAME, Value: 4294967262
User: 127.0.0.1:58860, Action: END_GAME, Value: 18
User: 127.0.0.1:58860, Action: LOSE_LIFE, Value: 4294967240
User: 127.0.0.1:58860, Action: END_GAME, Value: 4294967227
User: 127.0.0.1:58860, Action: BEGIN_GAME, Value: 4294967206
User: 127.0.0.1:58860, Action: END_GAME, Value: 0
User: 127.0.0.1:61867, Action: END_GAME, Value: 0
User: 127.0.0.1:61867, Action: END_GAME, Value: 0
User: 127.0.0.1:61867, Action: END_GAME, Value: 1
User: 127.0.0.1:61867, Action: END_GAME, Value: 0
User: 127.0.0.1:61867, Action: END_GAME, Value: 1
User: 127.0.0.1:61867, Action: BUY_ITEM, Value: 2
User: 127.0.0.1:61867, Action: BUY_ITEM, Value: 3
User: 127.0.0.1:61867, Action: END_GAME, Value: 4
User: 127.0.0.1:61867, Action: END_GAME, Value: 0
User: 127.0.0.1:61867, Action: END_GAME, Value: 1
User: 127.0.0.1:61867, Action: BUY_ITEM, Value: 2
User: 127.0.0.1:61867, Action: BUY_ITEM, Value: 3
User: 127.0.0.1:61867, Action: END_GAME, Value: 4
User: 127.0.0.1:61867, Action: BUY_ITEM, Value: 5
User: 127.0.0.1:61867, Action: OPEN_GAME, Value: 6
User: 127.0.0.1:61867, Action: OPEN_GAME, Value: 7
User: 127.0.0.1:61867, Action: BUY_ITEM, Value: 8
User: 127.0.0.1:61867, Action: END_LEVEL, Value: 9
User: 127.0.0.1:61867, Action: END_GAME, Value: 10
User: 127.0.0.1:61867, Action: END_GAME, Value: 0
User: 127.0.0.1:61867, Action: END_GAME, Value: 1
User: 127.0.0.1:61867, Action: BUY_ITEM, Value: 2
User: 127.0.0.1:61867, Action: BUY_ITEM, Value: 3
User: 127.0.0.1:61867, Action: END_GAME, Value: 4
User: 127.0.0.1:61867, Action: BUY_ITEM, Value: 5
User: 127.0.0.1:61867, Action: OPEN_GAME, Value: 6
User: 127.0.0.1:61867, Action: OPEN_GAME, Value: 7
User: 127.0.0.1:61867, Action: BUY_ITEM, Value: 8
User: 127.0.0.1:61867, Action: END_LEVEL, Value: 9
User: 127.0.0.1:61867, Action: END_GAME, Value: 10
User: 127.0.0.1:61867, Action: END_GAME, Value: 11
User: 127.0.0.1:61867, Action: END_GAME, Value: 0
User: 127.0.0.1:61867, Action: END_GAME, Value: 1
User: 127.0.0.1:61867, Action: BUY_ITEM, Value: 2
User: 127.0.0.1:61867, Action: BUY_ITEM, Value: 3
User: 127.0.0.1:61867, Action: END_GAME, Value: 4
User: 127.0.0.1:61867, Action: BUY_ITEM, Value: 5
User: 127.0.0.1:61867, Action: OPEN_GAME, Value: 6
User: 127.0.0.1:61867, Action: OPEN_GAME, Value: 7
User: 127.0.0.1:61867, Action: BUY_ITEM, Value: 8
User: 127.0.0.1:61867, Action: END_LEVEL, Value: 9
User: 127.0.0.1:61867, Action: END_GAME, Value: 10
User: 127.0.0.1:61867, Action: END_GAME, Value: 11
User: 127.0.0.1:61867, Action: BEGIN_GAME, Value: 12
User: 127.0.0.1:61867, Action: LOSE_LIFE, Value: 13
User: 127.0.0.1:61867, Action: BEGIN_GAME, Value: 14
User: 127.0.0.1:61867, Action: END_GAME, Value: 15
User: 127.0.0.1:61867, Action: END_GAME, Value: 0
User: 127.0.0.1:61867, Action: END_GAME, Value: 1
User: 127.0.0.1:61867, Action: BUY_ITEM, Value: 2
User: 127.0.0.1:61867, Action: BUY_ITEM, Value: 3
User: 127.0.0.1:61867, Action: END_GAME, Value: 4
User: 127.0.0.1:61867, Action: BUY_ITEM, Value: 5
User: 127.0.0.1:61867, Action: OPEN_GAME, Value: 6
User: 127.0.0.1:61867, Action: OPEN_GAME, Value: 7
User: 127.0.0.1:61867, Action: BUY_ITEM, Value: 8
User: 127.0.0.1:61867, Action: END_LEVEL, Value: 9
User: 127.0.0.1:61867, Action: END_GAME, Value: 10
User: 127.0.0.1:61867, Action: END_GAME, Value: 11
User: 127.0.0.1:61867, Action: BEGIN_GAME, Value: 12
User: 127.0.0.1:61867, Action: LOSE_LIFE, Value: 13
User: 127.0.0.1:61867, Action: BEGIN_GAME, Value: 14
User: 127.0.0.1:61867, Action: END_GAME, Value: 15
User: 127.0.0.1:61867, Action: BEGIN_GAME, Value: 16
User: 127.0.0.1:61867, Action: END_LEVEL, Value: 17
User: 127.0.0.1:61867, Action: LOSE_LIFE, Value: 18
User: 127.0.0.1:61867, Action: OPEN_GAME, Value: 19
User: 127.0.0.1:61867, Action: END_GAME, Value: 0
User: 127.0.0.1:59464, Action: END_GAME, Value: 0
User: 127.0.0.1:59464, Action: END_GAME, Value: 1
User: 127.0.0.1:59464, Action: BUY_ITEM, Value: 2
User: 127.0.0.1:59464, Action: BUY_ITEM, Value: 3
User: 127.0.0.1:59464, Action: END_GAME, Value: 4
User: 127.0.0.1:59464, Action: BUY_ITEM, Value: 5
User: 127.0.0.1:59464, Action: OPEN_GAME, Value: 6
User: 127.0.0.1:59464, Action: OPEN_GAME, Value: 7
User: 127.0.0.1:59464, Action: BUY_ITEM, Value: 8
User: 127.0.0.1:59464, Action: END_LEVEL, Value: 9
User: 127.0.0.1:59464, Action: END_GAME, Value: 10
User: 127.0.0.1:59464, Action: END_GAME, Value: 11
User: 127.0.0.1:59464, Action: BEGIN_GAME, Value: 12
User: 127.0.0.1:59464, Action: LOSE_LIFE, Value: 13
User: 127.0.0.1:59464, Action: BEGIN_GAME, Value: 14
User: 127.0.0.1:59464, Action: END_GAME, Value: 15
User: 127.0.0.1:59464, Action: BEGIN_GAME, Value: 16
User: 127.0.0.1:59464, Action: END_LEVEL, Value: 17
User: 127.0.0.1:59464, Action: LOSE_LIFE, Value: 18
User: 127.0.0.1:59464, Action: OPEN_GAME, Value: 19
User: 127.0.0.1:59464, Action: END_GAME, Value: 0
User: 127.0.0.1:61473, Action: END_GAME, Value: 0
User: 127.0.0.1:61473, Action: END_GAME, Value: 1
User: 127.0.0.1:61473, Action: BUY_ITEM, Value: 2
User: 127.0.0.1:61473, Action: BUY_ITEM, Value: 3
User: 127.0.0.1:61473, Action: END_GAME, Value: 4
User: 127.0.0.1:61473, Action: BUY_ITEM, Value: 5
User: 127.0.0.1:61473, Action: OPEN_GAME, Value: 6
User: 127.0.0.1:61473, Action: OPEN_GAME, Value: 7
User: 127.0.0.1:61473, Action: BUY_ITEM, Value: 8
User: 127.0.0.1:61473, Action: END_LEVEL, Value: 9
User: 127.0.0.1:61473, Action: END_GAME, Value: 10
User: 127.0.0.1:61473, Action: END_GAME, Value: 11
User: 127.0.0.1:61473, Action: BEGIN_GAME, Value: 12
User: 127.0.0.1:61473, Action: LOSE_LIFE, Value: 13
User: 127.0.0.1:61473, Action: BEGIN_GAME, Value: 14
User: 127.0.0.1:61473, Action: END_GAME, Value: 15
User: 127.0.0.1:61474, Action: END_GAME, Value: 0
User: 127.0.0.1:61475, Action: END_GAME, Value: 0
User: 127.0.0.1:61474, Action: END_GAME, Value: 1
User: 127.0.0.1:61475, Action: END_GAME, Value: 1
User: 127.0.0.1:61473, Action: BEGIN_GAME, Value: 16
User: 127.0.0.1:61473, Action: END_LEVEL, Value: 17
User: 127.0.0.1:61473, Action: LOSE_LIFE, Value: 18
User: 127.0.0.1:61473, Action: OPEN_GAME, Value: 19
User: 127.0.0.1:61473, Action: END_GAME, Value: 0
User: 127.0.0.1:61474, Action: BUY_ITEM, Value: 2
User: 127.0.0.1:61474, Action: BUY_ITEM, Value: 3
User: 127.0.0.1:61474, Action: END_GAME, Value: 4
User: 127.0.0.1:61475, Action: BUY_ITEM, Value: 2
User: 127.0.0.1:61475, Action: BUY_ITEM, Value: 3
User: 127.0.0.1:61475, Action: END_GAME, Value: 4
User: 127.0.0.1:61474, Action: BUY_ITEM, Value: 5
User: 127.0.0.1:61474, Action: OPEN_GAME, Value: 6
User: 127.0.0.1:61474, Action: OPEN_GAME, Value: 7
User: 127.0.0.1:61474, Action: BUY_ITEM, Value: 8
User: 127.0.0.1:61474, Action: END_LEVEL, Value: 9
User: 127.0.0.1:61474, Action: END_GAME, Value: 10
User: 127.0.0.1:61475, Action: BUY_ITEM, Value: 5
User: 127.0.0.1:61475, Action: OPEN_GAME, Value: 6
User: 127.0.0.1:61475, Action: OPEN_GAME, Value: 7
User: 127.0.0.1:61475, Action: BUY_ITEM, Value: 8
User: 127.0.0.1:61475, Action: END_LEVEL, Value: 9
User: 127.0.0.1:61475, Action: END_GAME, Value: 10
User: 127.0.0.1:61474, Action: END_GAME, Value: 11
User: 127.0.0.1:61475, Action: END_GAME, Value: 11
User: 127.0.0.1:61474, Action: BEGIN_GAME, Value: 12
User: 127.0.0.1:61474, Action: LOSE_LIFE, Value: 13
User: 127.0.0.1:61474, Action: BEGIN_GAME, Value: 14
User: 127.0.0.1:61474, Action: END_GAME, Value: 15
User: 127.0.0.1:61475, Action: BEGIN_GAME, Value: 12
User: 127.0.0.1:61475, Action: LOSE_LIFE, Value: 13
User: 127.0.0.1:61475, Action: BEGIN_GAME, Value: 14
User: 127.0.0.1:61475, Action: END_GAME, Value: 15
User: 127.0.0.1:61474, Action: BEGIN_GAME, Value: 16
User: 127.0.0.1:61474, Action: END_LEVEL, Value: 17
User: 127.0.0.1:61474, Action: LOSE_LIFE, Value: 18
User: 127.0.0.1:61474, Action: OPEN_GAME, Value: 19
User: 127.0.0.1:61474, Action: END_GAME, Value: 0
User: 127.0.0.1:61475, Action: BEGIN_GAME, Value: 16
User: 127.0.0.1:61475, Action: END_LEVEL, Value: 17
User: 127.0.0.1:61475, Action: LOSE_LIFE, Value: 18
User: 127.0.0.1:61475, Action: OPEN_GAME, Value: 19
User: 127.0.0.1:61475, Action: END_GAME, Value: 0
User: 127.0.0.1:61476, Action: END_GAME, Value: 0
User: 127.0.0.1:61477, Action: END_GAME, Value: 0
User: 127.0.0.1:61476, Action: END_GAME, Value: 1
User: 127.0.0.1:61477, Action: END_GAME, Value: 1
User: 127.0.0.1:61476, Action: BUY_ITEM, Value: 2
User: 127.0.0.1:61476, Action: BUY_ITEM, Value: 3
User: 127.0.0.1:61476, Action: END_GAME, Value: 4
User: 127.0.0.1:61477, Action: BUY_ITEM, Value: 2
User: 127.0.0.1:61477, Action: BUY_ITEM, Value: 3
User: 127.0.0.1:61477, Action: END_GAME, Value: 4
User: 127.0.0.1:61476, Action: BUY_ITEM, Value: 5
User: 127.0.0.1:61476, Action: OPEN_GAME, Value: 6
User: 127.0.0.1:61476, Action: OPEN_GAME, Value: 7
User: 127.0.0.1:61476, Action: BUY_ITEM, Value: 8
User: 127.0.0.1:61476, Action: END_LEVEL, Value: 9
User: 127.0.0.1:61476, Action: END_GAME, Value: 10
User: 127.0.0.1:61477, Action: BUY_ITEM, Value: 5
User: 127.0.0.1:61477, Action: OPEN_GAME, Value: 6
User: 127.0.0.1:61477, Action: OPEN_GAME, Value: 7
User: 127.0.0.1:61477, Action: BUY_ITEM, Value: 8
User: 127.0.0.1:61477, Action: END_LEVEL, Value: 9
User: 127.0.0.1:61477, Action: END_GAME, Value: 10
User: 127.0.0.1:61476, Action: END_GAME, Value: 11
User: 127.0.0.1:61477, Action: END_GAME, Value: 11
User: 127.0.0.1:61476, Action: BEGIN_GAME, Value: 12
User: 127.0.0.1:61476, Action: LOSE_LIFE, Value: 13
User: 127.0.0.1:61476, Action: BEGIN_GAME, Value: 14
User: 127.0.0.1:61476, Action: END_GAME, Value: 15
User: 127.0.0.1:61477, Action: BEGIN_GAME, Value: 12
User: 127.0.0.1:61477, Action: LOSE_LIFE, Value: 13
User: 127.0.0.1:61477, Action: BEGIN_GAME, Value: 14
User: 127.0.0.1:61477, Action: END_GAME, Value: 15
User: 127.0.0.1:61476, Action: BEGIN_GAME, Value: 16
User: 127.0.0.1:61476, Action: END_LEVEL, Value: 17
User: 127.0.0.1:61476, Action: LOSE_LIFE, Value: 18
User: 127.0.0.1:61476, Action: OPEN_GAME, Value: 19
User: 127.0.0.1:61476, Action: END_GAME, Value: 0
User: 127.0.0.1:61477, Action: BEGIN_GAME, Value: 16
User: 127.0.0.1:61477, Action: END_LEVEL, Value: 17
User: 127.0.0.1:61477, Action: LOSE_LIFE, Value: 18
User: 127.0.0.1:61477, Action: OPEN_GAME, Value: 19
User: 127.0.0.1:61477, Action: END_GAME, Value: 0
User: 127.0.0.1:61478, Action: END_GAME, Value: 0
User: 127.0.0.1:61479, Action: END_GAME, Value: 0
User: 127.0.0.1:61479, Action: END_GAME, Value: 1
User: 127.0.0.1:61478, Action: END_GAME, Value: 1
User: 127.0.0.1:61478, Action: BUY_ITEM, Value: 2
User: 127.0.0.1:61478, Action: BUY_ITEM, Value: 3
User: 127.0.0.1:61478, Action: END_GAME, Value: 4
User: 127.0.0.1:61479, Action: BUY_ITEM, Value: 2
User: 127.0.0.1:61479, Action: BUY_ITEM, Value: 3
User: 127.0.0.1:61479, Action: END_GAME, Value: 4
User: 127.0.0.1:61479, Action: BUY_ITEM, Value: 5
User: 127.0.0.1:61479, Action: OPEN_GAME, Value: 6
User: 127.0.0.1:61479, Action: OPEN_GAME, Value: 7
User: 127.0.0.1:61479, Action: BUY_ITEM, Value: 8
User: 127.0.0.1:61479, Action: END_LEVEL, Value: 9
User: 127.0.0.1:61479, Action: END_GAME, Value: 10
User: 127.0.0.1:61478, Action: BUY_ITEM, Value: 5
User: 127.0.0.1:61478, Action: OPEN_GAME, Value: 6
User: 127.0.0.1:61478, Action: OPEN_GAME, Value: 7
User: 127.0.0.1:61478, Action: BUY_ITEM, Value: 8
User: 127.0.0.1:61478, Action: END_LEVEL, Value: 9
User: 127.0.0.1:61478, Action: END_GAME, Value: 10
User: 127.0.0.1:61479, Action: END_GAME, Value: 11
User: 127.0.0.1:61478, Action: END_GAME, Value: 11
User: 127.0.0.1:61479, Action: BEGIN_GAME, Value: 12
User: 127.0.0.1:61479, Action: LOSE_LIFE, Value: 13
User: 127.0.0.1:61479, Action: BEGIN_GAME, Value: 14
User: 127.0.0.1:61479, Action: END_GAME, Value: 15
User: 127.0.0.1:61478, Action: BEGIN_GAME, Value: 12
User: 127.0.0.1:61478, Action: LOSE_LIFE, Value: 13
User: 127.0.0.1:61478, Action: BEGIN_GAME, Value: 14
User: 127.0.0.1:61478, Action: END_GAME, Value: 15
User: 127.0.0.1:61479, Action: BEGIN_GAME, Value: 16
User: 127.0.0.1:61479, Action: END_LEVEL, Value: 17
User: 127.0.0.1:61479, Action: LOSE_LIFE, Value: 18
User: 127.0.0.1:61479, Action: OPEN_GAME, Value: 19
User: 127.0.0.1:61479, Action: END_GAME, Value: 0
User: 127.0.0.1:61478, Action: BEGIN_GAME, Value: 16
User: 127.0.0.1:61478, Action: END_LEVEL, Value: 17
User: 127.0.0.1:61478, Action: LOSE_LIFE, Value: 18
User: 127.0.0.1:61478, Action: OPEN_GAME, Value: 19
User: 127.0.0.1:61478, Action: END_GAME, Value: 0
User: 127.0.0.1:61480, Action: END_GAME, Value: 0
User: 127.0.0.1:61480, Action: END_GAME, Value: 1
User: 127.0.0.1:61480, Action: BUY_ITEM, Value: 2
User: 127.0.0.1:61480, Action: BUY_ITEM, Value: 3
User: 127.0.0.1:61480, Action: END_GAME, Value: 4
User: 127.0.0.1:61480, Action: BUY_ITEM, Value: 5
User: 127.0.0.1:61480, Action: OPEN_GAME, Value: 6
User: 127.0.0.1:61480, Action: OPEN_GAME, Value: 7
User: 127.0.0.1:61480, Action: BUY_ITEM, Value: 8
User: 127.0.0.1:61480, Action: END_LEVEL, Value: 9
User: 127.0.0.1:61480, Action: END_GAME, Value: 10
User: 127.0.0.1:61480, Action: END_GAME, Value: 11
User: 127.0.0.1:61480, Action: BEGIN_GAME, Value: 12
User: 127.0.0.1:61480, Action: LOSE_LIFE, Value: 13
User: 127.0.0.1:61480, Action: BEGIN_GAME, Value: 14
User: 127.0.0.1:61480, Action: END_GAME, Value: 15
User: 127.0.0.1:61480, Action: BEGIN_GAME, Value: 16
User: 127.0.0.1:61480, Action: END_LEVEL, Value: 17
User: 127.0.0.1:61480, Action: LOSE_LIFE, Value: 18
User: 127.0.0.1:61480, Action: OPEN_GAME, Value: 19
User: 127.0.0.1:61480, Action: END_GAME, Value: 0
User: 127.0.0.1:61481, Action: END_GAME, Value: 0
User: 127.0.0.1:61482, Action: END_GAME, Value: 0
User: 127.0.0.1:61483, Action: END_GAME, Value: 0
User: 127.0.0.1:61482, Action: END_GAME, Value: 1
User: 127.0.0.1:61483, Action: END_GAME, Value: 1
User: 127.0.0.1:61484, Action: END_GAME, Value: 0
User: 127.0.0.1:61484, Action: END_GAME, Value: 1
User: 127.0.0.1:61482, Action: BUY_ITEM, Value: 2
User: 127.0.0.1:61482, Action: BUY_ITEM, Value: 3
User: 127.0.0.1:61482, Action: END_GAME, Value: 4
User: 127.0.0.1:61483, Action: BUY_ITEM, Value: 2
User: 127.0.0.1:61483, Action: BUY_ITEM, Value: 3
User: 127.0.0.1:61483, Action: END_GAME, Value: 4
User: 127.0.0.1:61485, Action: END_GAME, Value: 0
User: 127.0.0.1:61485, Action: END_GAME, Value: 1
User: 127.0.0.1:61484, Action: BUY_ITEM, Value: 2
User: 127.0.0.1:61484, Action: BUY_ITEM, Value: 3
User: 127.0.0.1:61484, Action: END_GAME, Value: 4
User: 127.0.0.1:61485, Action: BUY_ITEM, Value: 2
User: 127.0.0.1:61485, Action: BUY_ITEM, Value: 3
User: 127.0.0.1:61485, Action: END_GAME, Value: 4
User: 127.0.0.1:61482, Action: BUY_ITEM, Value: 5
User: 127.0.0.1:61482, Action: OPEN_GAME, Value: 6
User: 127.0.0.1:61482, Action: OPEN_GAME, Value: 7
User: 127.0.0.1:61482, Action: BUY_ITEM, Value: 8
User: 127.0.0.1:61482, Action: END_LEVEL, Value: 9
User: 127.0.0.1:61482, Action: END_GAME, Value: 10
User: 127.0.0.1:61482, Action: END_GAME, Value: 11
User: 127.0.0.1:61483, Action: BUY_ITEM, Value: 5
User: 127.0.0.1:61483, Action: OPEN_GAME, Value: 6
User: 127.0.0.1:61483, Action: OPEN_GAME, Value: 7
User: 127.0.0.1:61483, Action: BUY_ITEM, Value: 8
User: 127.0.0.1:61483, Action: END_LEVEL, Value: 9
User: 127.0.0.1:61483, Action: END_GAME, Value: 10
User: 127.0.0.1:61483, Action: END_GAME, Value: 11
User: 127.0.0.1:61484, Action: BUY_ITEM, Value: 5
User: 127.0.0.1:61484, Action: OPEN_GAME, Value: 6
User: 127.0.0.1:61484, Action: OPEN_GAME, Value: 7
User: 127.0.0.1:61484, Action: BUY_ITEM, Value: 8
User: 127.0.0.1:61484, Action: END_LEVEL, Value: 9
User: 127.0.0.1:61484, Action: END_GAME, Value: 10
User: 127.0.0.1:61484, Action: END_GAME, Value: 11
User: 127.0.0.1:61483, Action: BEGIN_GAME, Value: 12
User: 127.0.0.1:61483, Action: LOSE_LIFE, Value: 13
User: 127.0.0.1:61483, Action: BEGIN_GAME, Value: 14
User: 127.0.0.1:61483, Action: END_GAME, Value: 15
User: 127.0.0.1:61484, Action: BEGIN_GAME, Value: 12
User: 127.0.0.1:61484, Action: LOSE_LIFE, Value: 13
User: 127.0.0.1:61484, Action: BEGIN_GAME, Value: 14
User: 127.0.0.1:61484, Action: END_GAME, Value: 15
User: 127.0.0.1:61483, Action: BEGIN_GAME, Value: 16
User: 127.0.0.1:61483, Action: END_LEVEL, Value: 17
User: 127.0.0.1:61483, Action: LOSE_LIFE, Value: 18
User: 127.0.0.1:61483, Action: OPEN_GAME, Value: 19
User: 127.0.0.1:61483, Action: END_GAME, Value: 0
User: 127.0.0.1:61482, Action: BEGIN_GAME, Value: 12
User: 127.0.0.1:61482, Action: LOSE_LIFE, Value: 13
User: 127.0.0.1:61482, Action: BEGIN_GAME, Value: 14
User: 127.0.0.1:61482, Action: END_GAME, Value: 15
User: 127.0.0.1:61484, Action: BEGIN_GAME, Value: 16
User: 127.0.0.1:61484, Action: END_LEVEL, Value: 17
User: 127.0.0.1:61484, Action: LOSE_LIFE, Value: 18
User: 127.0.0.1:61484, Action: OPEN_GAME, Value: 19
User: 127.0.0.1:61484, Action: END_GAME, Value: 0
User: 127.0.0.1:61482, Action: BEGIN_GAME, Value: 16
User: 127.0.0.1:61482, Action: END_LEVEL, Value: 17
User: 127.0.0.1:61482, Action: LOSE_LIFE, Value: 18
User: 127.0.0.1:61482, Action: OPEN_GAME, Value: 19
User: 127.0.0.1:61482, Action: END_GAME, Value: 0
User: 127.0.0.1:61485, Action: BUY_ITEM, Value: 5
User: 127.0.0.1:61485, Action: OPEN_GAME, Value: 6
User: 127.0.0.1:61485, Action: OPEN_GAME, Value: 7
User: 127.0.0.1:61485, Action: BUY_ITEM, Value: 8
User: 127.0.0.1:61485, Action: END_LEVEL, Value: 9
User: 127.0.0.1:61485, Action: END_GAME, Value: 10
User: 127.0.0.1:61481, Action: END_GAME, Value: 1
User: 127.0.0.1:61486, Action: END_GAME, Value: 0
User: 127.0.0.1:61485, Action: END_GAME, Value: 11
User: 127.0.0.1:61488, Action: END_GAME, Value: 0
User: 127.0.0.1:61487, Action: END_GAME, Value: 0
User: 127.0.0.1:61489, Action: END_GAME, Value: 0
User: 127.0.0.1:61490, Action: END_GAME, Value: 0
User: 127.0.0.1:61485, Action: BEGIN_GAME, Value: 12
User: 127.0.0.1:61485, Action: LOSE_LIFE, Value: 13
User: 127.0.0.1:61485, Action: BEGIN_GAME, Value: 14
User: 127.0.0.1:61485, Action: END_GAME, Value: 15
User: 127.0.0.1:61485, Action: BEGIN_GAME, Value: 16
User: 127.0.0.1:61485, Action: END_LEVEL, Value: 17
User: 127.0.0.1:61485, Action: LOSE_LIFE, Value: 18
User: 127.0.0.1:61485, Action: OPEN_GAME, Value: 19
User: 127.0.0.1:61485, Action: END_GAME, Value: 0
User: 127.0.0.1:61486, Action: END_GAME, Value: 1
User: 127.0.0.1:61487, Action: END_GAME, Value: 1
User: 127.0.0.1:61488, Action: END_GAME, Value: 1
User: 127.0.0.1:61489, Action: END_GAME, Value: 1
User: 127.0.0.1:61490, Action: END_GAME, Value: 1
User: 127.0.0.1:61491, Action: END_GAME, Value: 0
User: 127.0.0.1:61481, Action: BUY_ITEM, Value: 2
User: 127.0.0.1:61481, Action: BUY_ITEM, Value: 3
User: 127.0.0.1:61481, Action: END_GAME, Value: 4
User: 127.0.0.1:61492, Action: END_GAME, Value: 0
User: 127.0.0.1:61491, Action: END_GAME, Value: 1
User: 127.0.0.1:61487, Action: BUY_ITEM, Value: 2
User: 127.0.0.1:61487, Action: BUY_ITEM, Value: 3
User: 127.0.0.1:61487, Action: END_GAME, Value: 4
